"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
3.698168274E1;-3.974374831E-1;2.466027737E-1;9.943120003E0
3.698662532E1;-3.998316824E-1;2.513911724E-1;9.940725327E0
3.699156932E1;-3.758896589E-1;2.705447972E-1;9.940725327E0
3.699651432E1;-3.687070608E-1;2.657563984E-1;9.935936928E0
3.700145932E1;-3.711012602E-1;2.561795712E-1;9.933543205E0
3.700640432E1;-3.687070608E-1;2.681505978E-1;9.923966408E0
3.701134932E1;-3.926490843E-1;2.513911724E-1;9.923966408E0
3.701629432E1;-4.118026793E-1;2.394201756E-1;9.892841339E0
3.702123832E1;-4.189853072E-1;2.202665508E-1;9.902418137E0
3.702618332E1;-4.237737060E-1;2.154781520E-1;9.931148529E0
3.703112832E1;-3.998316824E-1;2.059013397E-1;9.964667320E0
3.703607332E1;-3.854664862E-1;2.250549644E-1;9.974244118E0
3.704101832E1;-4.070142806E-1;2.274491638E-1;1.002691650E1
3.704596332E1;-4.213795066E-1;2.585737705E-1;1.003409958E1
3.705090228E1;-4.285621047E-1;2.537853718E-1;1.005085850E1
3.705584728E1;-4.213795066E-1;2.418143749E-1;1.004367638E1
3.706079228E1;-3.998316824E-1;2.418143749E-1;1.004367638E1
3.706573255E1;-4.118026793E-1;2.489969730E-1;1.003649330E1
3.707067755E1;-4.118026793E-1;2.298433632E-1;1.001973438E1
3.707562255E1;-3.974374831E-1;2.178723514E-1;1.002212811E1
3.708056655E1;-3.998316824E-1;2.322375625E-1;1.001973438E1
3.708550920E1;-4.118026793E-1;2.394201756E-1;1.002691650E1
3.709045420E1;-4.070142806E-1;2.466027737E-1;1.002452278E1
3.709539920E1;-4.213795066E-1;2.418143749E-1;9.998186111E0
3.710034420E1;-4.094084799E-1;2.609679997E-1;1.001015759E1
3.710528920E1;-3.974374831E-1;2.466027737E-1;1.001733971E1
3.711022313E1;-3.830722570E-1;2.322375625E-1;9.981427193E0
3.711516813E1;-3.711012602E-1;2.202665508E-1;9.959878922E0
3.712011313E1;-3.854664862E-1;2.059013397E-1;9.964667320E0
3.712505813E1;-3.878606856E-1;2.418143749E-1;9.950302124E0
3.713000313E1;-4.141969085E-1;2.418143749E-1;9.923966408E0
3.713494813E1;-4.333505034E-1;2.442085743E-1;9.921571732E0
3.713989213E1;-4.548983276E-1;2.442085743E-1;9.911994934E0
3.714483713E1;-4.572925270E-1;2.322375625E-1;9.926360130E0
3.714977632E1;-4.453215301E-1;2.298433632E-1;9.935936928E0
3.715472132E1;-4.477157295E-1;2.035071403E-1;9.959878922E0
3.715966632E1;-4.285621047E-1;2.082955539E-1;9.988609314E0
3.716461132E1;-4.261679053E-1;1.963245422E-1;1.001494598E1
3.716955632E1;-4.477157295E-1;2.130839527E-1;1.006761837E1
3.717450032E1;-4.477157295E-1;2.442085743E-1;1.007240677E1
3.717944532E1;-4.668693244E-1;2.394201756E-1;1.007240677E1
3.718439032E1;-4.596867263E-1;2.442085743E-1;1.008198357E1
3.718933532E1;-4.429273009E-1;2.537853718E-1;1.006761837E1
3.719428032E1;-4.022258818E-1;2.418143749E-1;1.006761837E1
3.719922532E1;-3.782838583E-1;2.537853718E-1;1.003170490E1
3.720416932E1;-3.639186621E-1;2.537853718E-1;1.000058079E1
3.720911732E1;-3.806780577E-1;2.657563984E-1;9.947908401E0
3.721406232E1;-4.118026793E-1;2.442085743E-1;9.892841339E0
3.721900632E1;-4.285621047E-1;2.513911724E-1;9.852140427E0
3.722395132E1;-4.501099288E-1;2.226607651E-1;9.825803757E0
3.722889632E1;-4.620809257E-1;2.274491638E-1;9.811438560E0
3.723384132E1;-4.572925270E-1;2.082955539E-1;9.806650162E0
3.723878632E1;-4.692635238E-1;2.322375625E-1;9.813833237E0
3.724373132E1;-4.764461517E-1;2.082955539E-1;9.804255486E0
3.724867532E1;-4.620809257E-1;2.106897533E-1;9.859322548E0
3.725361947E1;-4.596867263E-1;2.178723514E-1;9.888052940E0
3.725856447E1;-4.525041282E-1;2.274491638E-1;9.935936928E0
3.726350947E1;-4.261679053E-1;2.322375625E-1;9.993397713E0
3.726845447E1;-4.118026793E-1;2.298433632E-1;1.003649330E1
3.727339947E1;-4.070142806E-1;2.442085743E-1;1.010113716E1
3.727834347E1;-3.998316824E-1;2.418143749E-1;1.010831928E1
3.728328847E1;-4.094084799E-1;2.537853718E-1;1.014902115E1
3.728823347E1;-4.357447028E-1;2.681505978E-1;1.011789608E1
3.729317847E1;-4.141969085E-1;2.513911724E-1;1.010831928E1
3.729812347E1;-4.118026793E-1;2.489969730E-1;1.006043530E1
3.730304559E1;-4.070142806E-1;2.226607651E-1;1.004846478E1
3.730798959E1;-4.070142806E-1;2.178723514E-1;1.000058079E1
3.731293459E1;-4.118026793E-1;2.011129409E-1;9.971850395E0
3.731787959E1;-4.333505034E-1;2.274491638E-1;9.933543205E0
3.732281997E1;-4.572925270E-1;2.226607651E-1;9.921571732E0
3.732776497E1;-4.572925270E-1;2.274491638E-1;9.892841339E0
3.733270997E1;-4.501099288E-1;2.466027737E-1;9.864110947E0
3.733764732E1;-4.620809257E-1;2.130839527E-1;9.866505623E0
3.734258367E1;-4.716577232E-1;2.082955539E-1;9.878476143E0
3.734752867E1;-4.453215301E-1;2.226607651E-1;9.888052940E0
3.735247367E1;-4.381389022E-1;2.226607651E-1;9.919178009E0
3.735741867E1;-4.548983276E-1;2.202665508E-1;9.931148529E0
3.736233959E1;-4.477157295E-1;2.202665508E-1;9.950302124E0
3.736728359E1;-4.453215301E-1;1.987187415E-1;9.964667320E0
3.737222859E1;-4.405331016E-1;2.130839527E-1;1.000297451E1
3.737717359E1;-4.285621047E-1;2.035071403E-1;1.003649330E1
3.738211859E1;-3.950432837E-1;1.723825186E-1;1.004367638E1
3.738706359E1;-3.687070608E-1;1.723825186E-1;1.007240677E1
3.739200859E1;-3.926490843E-1;1.891419291E-1;1.010113716E1
3.739695259E1;-3.806780577E-1;1.915361285E-1;1.010353088E1
3.740189759E1;-3.998316824E-1;1.771709323E-1;1.011550236E1
3.740684259E1;-3.998316824E-1;1.771709323E-1;1.008677197E1
3.741178759E1;-4.261679053E-1;1.915361285E-1;1.006522369E1
3.741673259E1;-4.333505034E-1;2.106897533E-1;1.004128170E1
3.742167759E1;-4.165911078E-1;2.322375625E-1;9.983820915E0
3.742662159E1;-4.070142806E-1;2.418143749E-1;9.955090523E0
3.743156659E1;-4.070142806E-1;2.370259613E-1;9.940725327E0
3.743651159E1;-4.357447028E-1;2.346317619E-1;9.940725327E0
3.744145659E1;-4.189853072E-1;2.513911724E-1;9.909601212E0
3.744640159E1;-4.070142806E-1;2.681505978E-1;9.856928825E0
3.745134659E1;-3.280056417E-1;3.136404157E-1;9.830592155E0
3.745629059E1;-3.136404157E-1;3.495534360E-1;9.823410034E0
3.746123559E1;-4.357447028E-1;2.920926213E-1;9.890447617E0
3.746617228E1;-4.620809257E-1;2.633621991E-1;9.876082420E0
3.747111728E1;-4.429273009E-1;2.298433632E-1;9.835380554E0
3.747606228E1;-4.740519226E-1;2.082955539E-1;9.859322548E0
3.748100728E1;-4.501099288E-1;2.082955539E-1;9.892841339E0
3.748595228E1;-4.381389022E-1;2.130839527E-1;9.885659218E0
3.749089628E1;-4.094084799E-1;2.154781520E-1;9.890447617E0
3.749584128E1;-4.429273009E-1;2.059013397E-1;9.931148529E0
3.750078628E1;-4.333505034E-1;1.891419291E-1;9.926360130E0
3.750573128E1;-4.453215301E-1;1.747767180E-1;9.947908401E0
3.751067628E1;-4.381389022E-1;1.819593310E-1;9.940725327E0
3.751562128E1;-4.357447028E-1;1.867477298E-1;9.957485199E0
3.752056528E1;-4.118026793E-1;1.867477298E-1;9.947908401E0
3.752551028E1;-4.070142806E-1;1.939303428E-1;9.950302124E0
3.753045528E1;-3.854664862E-1;2.130839527E-1;9.969455719E0
3.753540028E1;-3.758896589E-1;2.082955539E-1;9.974244118E0
3.754034528E1;-3.663128614E-1;2.322375625E-1;9.974244118E0
3.754529028E1;-3.423708379E-1;2.394201756E-1;9.981427193E0
3.755023428E1;-3.232172430E-1;2.633621991E-1;9.986215591E0
3.755517928E1;-3.471592367E-1;2.657563984E-1;9.986215591E0
3.756012428E1;-3.734954596E-1;2.250549644E-1;9.943120003E0
3.756506928E1;-4.165911078E-1;2.537853718E-1;9.986215591E0
3.757001428E1;-4.429273009E-1;2.154781520E-1;9.945513725E0
3.757495928E1;-4.429273009E-1;1.723825186E-1;9.892841339E0
3.757990328E1;-4.979939461E-1;1.292868853E-1;9.900024414E0
3.758484828E1;-5.554547906E-1;1.244984865E-1;9.914389610E0
3.758979328E1;-5.554547906E-1;1.101332754E-1;9.935936928E0
3.759473828E1;-5.339069963E-1;1.412578970E-1;9.921571732E0
3.759968328E1;-5.291185975E-1;1.675941199E-1;9.883264542E0
3.760461701E1;-4.860229492E-1;1.891419291E-1;9.933543205E0
3.760956101E1;-4.716577232E-1;1.867477298E-1;9.967061996E0
3.761450601E1;-4.453215301E-1;1.867477298E-1;1.002691650E1
3.761945101E1;-4.381389022E-1;1.891419291E-1;1.004128170E1
3.762439601E1;-4.165911078E-1;2.106897533E-1;1.003170490E1
3.762933601E1;-4.022258818E-1;2.154781520E-1;1.004128170E1
3.763428101E1;-4.094084799E-1;2.346317619E-1;1.003888798E1
3.763922501E1;-3.902548850E-1;2.489969730E-1;1.004367638E1
3.764417001E1;-4.189853072E-1;2.418143749E-1;1.002212811E1
3.764911209E1;-4.046200812E-1;2.561795712E-1;1.002452278E1
3.765405709E1;-3.663128614E-1;2.657563984E-1;1.001494598E1
3.765900209E1;-3.543418646E-1;2.825157940E-1;9.979032516E0
3.766394709E1;-3.878606856E-1;2.777273953E-1;9.962273598E0
3.766889109E1;-4.237737060E-1;2.561795712E-1;9.983820915E0
3.767383609E1;-4.141969085E-1;2.729389966E-1;9.955090523E0
3.767877182E1;-4.429273009E-1;2.873041928E-1;9.952696800E0
3.768371359E1;-4.908113480E-1;2.442085743E-1;9.940725327E0
3.768865859E1;-4.908113480E-1;2.322375625E-1;9.923966408E0
3.769360359E1;-5.219359994E-1;2.154781520E-1;9.950302124E0
3.769854759E1;-5.003881454E-1;1.939303428E-1;9.928754807E0
3.770349259E1;-5.099649429E-1;2.011129409E-1;9.916783333E0
3.770843759E1;-4.860229492E-1;2.130839527E-1;9.923966408E0
3.771338259E1;-4.620809257E-1;2.394201756E-1;9.926360130E0
3.771832759E1;-4.213795066E-1;2.657563984E-1;9.923966408E0
3.772327259E1;-4.261679053E-1;2.633621991E-1;9.945513725E0
3.772821659E1;-4.237737060E-1;2.681505978E-1;9.981427193E0
3.773315755E1;-4.405331016E-1;2.394201756E-1;1.001015759E1
3.773809559E1;-4.237737060E-1;2.370259613E-1;1.002931118E1
3.774304059E1;-4.285621047E-1;2.274491638E-1;1.003170490E1
3.774798559E1;-4.189853072E-1;2.178723514E-1;1.002452278E1
3.775293059E1;-4.046200812E-1;2.226607651E-1;1.003888798E1
3.775787459E1;-3.782838583E-1;2.202665508E-1;1.005085850E1
3.776280628E1;-3.878606856E-1;2.226607651E-1;1.003649330E1
3.776773613E1;-3.806780577E-1;2.346317619E-1;1.005564690E1
3.777268113E1;-3.734954596E-1;2.370259613E-1;1.005325317E1
3.777762613E1;-3.926490843E-1;2.226607651E-1;1.001733971E1
3.778257113E1;-4.118026793E-1;2.202665508E-1;9.993397713E0
3.778751513E1;-3.926490843E-1;2.082955539E-1;9.943120003E0
3.779246013E1;-4.165911078E-1;2.035071403E-1;9.909601212E0
3.779740513E1;-4.405331016E-1;1.843535304E-1;9.892841339E0
3.780235013E1;-4.668693244E-1;1.604115069E-1;9.878476143E0
3.780729513E1;-4.932055473E-1;1.508347094E-1;9.849745750E0
3.781224013E1;-4.812345505E-1;1.508347094E-1;9.837775230E0
3.781718413E1;-4.884171486E-1;1.412578970E-1;9.868899345E0
3.782212913E1;-4.884171486E-1;1.412578970E-1;9.883264542E0
3.782707413E1;-4.740519226E-1;1.412578970E-1;9.897629738E0
3.783201913E1;-4.788403511E-1;1.699883193E-1;9.935936928E0
3.783696413E1;-4.812345505E-1;1.987187415E-1;9.957485199E0
3.784190913E1;-4.836287498E-1;2.035071403E-1;9.974244118E0
3.784685313E1;-4.668693244E-1;2.513911724E-1;9.981427193E0
3.785179813E1;-4.285621047E-1;2.585737705E-1;9.993397713E0
3.785674313E1;-4.094084799E-1;2.537853718E-1;9.988609314E0
3.786168813E1;-4.285621047E-1;2.633621991E-1;9.952696800E0
3.786663313E1;-4.453215301E-1;2.729389966E-1;9.888052940E0
3.787157813E1;-4.477157295E-1;2.896983922E-1;9.849745750E0
3.787652213E1;-4.644751251E-1;2.968810201E-1;9.782708168E0
3.788146266E1;-4.501099288E-1;2.873041928E-1;9.720458984E0
3.788640766E1;-4.572925270E-1;2.777273953E-1;9.682151794E0
3.789135266E1;-4.716577232E-1;2.537853718E-1;9.646238327E0
3.789629767E1;-4.596867263E-1;2.394201756E-1;9.643844604E0
3.790124267E1;-4.477157295E-1;2.154781520E-1;9.643844604E0
3.790618613E1;-4.525041282E-1;1.891419291E-1;9.667786598E0
3.791113113E1;-4.620809257E-1;2.059013397E-1;9.708487511E0
3.791607613E1;-4.596867263E-1;1.987187415E-1;9.773131371E0
3.792102113E1;-4.668693244E-1;1.771709323E-1;9.832986832E0
3.792596613E1;-4.692635238E-1;1.723825186E-1;9.880870819E0
3.793088997E1;-4.596867263E-1;1.651999205E-1;9.955090523E0
3.793583397E1;-4.620809257E-1;1.771709323E-1;1.002931118E1
3.794077897E1;-4.189853072E-1;1.915361285E-1;1.008437729E1
3.794572397E1;-4.046200812E-1;1.795651317E-1;1.017296314E1
3.795066897E1;-3.758896589E-1;1.939303428E-1;1.018732834E1
3.795561397E1;-3.878606856E-1;2.011129409E-1;1.018493366E1
3.796055897E1;-3.830722570E-1;1.987187415E-1;1.016817474E1
3.796550397E1;-3.974374831E-1;2.274491638E-1;1.012029076E1
3.797044797E1;-3.878606856E-1;2.418143749E-1;1.005804157E1
3.797539094E1;-3.830722570E-1;2.633621991E-1;1.002931118E1
3.798033594E1;-3.926490843E-1;2.753331959E-1;9.979032516E0
3.798528094E1;-3.926490843E-1;2.777273953E-1;9.945513725E0
3.799022594E1;-4.213795066E-1;2.896983922E-1;9.892841339E0
3.799517094E1;-4.046200812E-1;3.016694188E-1;9.849745750E0
3.800011494E1;-4.309563041E-1;2.920926213E-1;9.821015358E0
3.800504520E1;-4.118026793E-1;2.825157940E-1;9.816226959E0
3.800998874E1;-4.141969085E-1;2.873041928E-1;9.787496567E0
3.801493374E1;-4.165911078E-1;2.609679997E-1;9.789890289E0
3.801987874E1;-4.189853072E-1;2.250549644E-1;9.797073364E0
3.802482374E1;-4.309563041E-1;2.082955539E-1;9.804255486E0
3.802976774E1;-4.477157295E-1;1.891419291E-1;9.859322548E0
3.803471274E1;-4.501099288E-1;1.723825186E-1;9.921571732E0
3.803965774E1;-4.357447028E-1;1.556231081E-1;9.957485199E0
3.804459759E1;-4.189853072E-1;1.699883193E-1;1.001973438E1
3.804954259E1;-3.998316824E-1;1.867477298E-1;1.005804157E1
3.805447686E1;-3.447650373E-1;2.154781520E-1;1.010113716E1
3.805942086E1;-3.375824392E-1;2.513911724E-1;1.013226128E1
3.806436586E1;-3.543418646E-1;2.633621991E-1;1.012986755E1
3.806931086E1;-3.375824392E-1;2.681505978E-1;1.010353088E1
3.807425586E1;-3.687070608E-1;2.729389966E-1;1.009156036E1
3.807920086E1;-4.118026793E-1;2.537853718E-1;1.001255131E1
3.808414586E1;-4.022258818E-1;2.442085743E-1;9.964667320E0
3.808908986E1;-4.118026793E-1;2.609679997E-1;9.931148529E0
3.809402978E1;-3.878606856E-1;2.777273953E-1;9.897629738E0
3.809897478E1;-3.423708379E-1;2.705447972E-1;9.861717224E0
3.810391978E1;-3.112462163E-1;2.968810201E-1;9.842563629E0
3.810886478E1;-2.777273953E-1;3.471592367E-1;9.816226959E0
3.811380978E1;-2.729389966E-1;3.519476354E-1;9.847352028E0
3.811875378E1;-3.160346150E-1;3.351882398E-1;9.919178009E0
3.812369878E1;-3.806780577E-1;2.753331959E-1;9.950302124E0
3.812864378E1;-4.237737060E-1;2.178723514E-1;9.945513725E0
3.813358878E1;-4.620809257E-1;1.532289088E-1;9.962273598E0
3.813853378E1;-5.291185975E-1;1.125274822E-1;9.971850395E0
3.814347878E1;-4.955997467E-1;9.576806426E-2;9.967061996E0
3.814842278E1;-4.979939461E-1;8.140286058E-2;9.959878922E0
3.815336778E1;-4.692635238E-1;9.337386489E-2;9.971850395E0
3.815831278E1;-4.548983276E-1;1.077390760E-1;9.976638794E0
3.816325778E1;-4.572925270E-1;1.005564705E-1;9.998186111E0
3.816820278E1;-4.692635238E-1;1.244984865E-1;9.991003990E0
3.817314778E1;-4.429273009E-1;1.412578970E-1;9.983820915E0
3.817809178E1;-4.405331016E-1;1.891419291E-1;1.001733971E1
3.818303678E1;-4.213795066E-1;2.274491638E-1;1.002452278E1
3.818798178E1;-3.926490843E-1;2.394201756E-1;9.998186111E0
3.819292678E1;-3.806780577E-1;2.370259613E-1;9.979032516E0
3.819787178E1;-3.687070608E-1;2.681505978E-1;9.974244118E0
3.820281678E1;-3.663128614E-1;2.873041928E-1;9.931148529E0
3.820776078E1;-3.375824392E-1;3.088520169E-1;9.876082420E0
3.821270878E1;-3.016694188E-1;3.399766386E-1;9.825803757E0
3.821765378E1;-2.968810201E-1;3.687070608E-1;9.777919769E0
3.822259778E1;-3.327940404E-1;3.232172430E-1;9.773131371E0
3.822754278E1;-2.968810201E-1;3.375824392E-1;9.739612579E0
3.823248778E1;-3.471592367E-1;3.256114423E-1;9.756371498E0
3.823743278E1;-4.237737060E-1;2.801215947E-1;9.797073364E0
3.824237778E1;-4.884171486E-1;2.466027737E-1;9.811438560E0
3.824732278E1;-4.932055473E-1;2.154781520E-1;9.828198433E0
3.825226678E1;-5.386953950E-1;1.675941199E-1;9.842563629E0
3.825721178E1;-5.315127969E-1;1.340752989E-1;9.876082420E0
3.826215678E1;-5.339069963E-1;1.268926859E-1;9.892841339E0
3.826710178E1;-4.860229492E-1;1.292868853E-1;9.914389610E0
3.827204678E1;-4.788403511E-1;1.364694983E-1;9.940725327E0
3.827697870E1;-4.620809257E-1;1.723825186E-1;9.981427193E0
3.828192370E1;-4.213795066E-1;1.651999205E-1;1.002931118E1
3.828686770E1;-3.567360640E-1;1.843535304E-1;1.005564690E1
3.829181270E1;-3.375824392E-1;2.106897533E-1;1.006522369E1
3.829675770E1;-3.232172430E-1;2.178723514E-1;1.006761837E1
3.830170270E1;-3.375824392E-1;2.346317619E-1;1.005325317E1
3.830664770E1;-3.615244627E-1;2.346317619E-1;9.991003990E0
3.831159270E1;-3.950432837E-1;2.202665508E-1;9.969455719E0
3.831653670E1;-4.022258818E-1;2.154781520E-1;9.923966408E0
3.832148170E1;-4.046200812E-1;2.082955539E-1;9.883264542E0
3.832642624E1;-4.165911078E-1;2.082955539E-1;9.842563629E0
3.833137124E1;-4.165911078E-1;2.202665508E-1;9.806650162E0
3.833628828E1;-4.333505034E-1;2.370259613E-1;9.811438560E0
3.834123328E1;-4.381389022E-1;2.298433632E-1;9.787496567E0
3.834617728E1;-4.525041282E-1;2.322375625E-1;9.780313492E0
3.835112228E1;-4.620809257E-1;2.082955539E-1;9.792284966E0
3.835606728E1;-4.644751251E-1;2.130839527E-1;9.813833237E0
3.836101228E1;-4.716577232E-1;2.226607651E-1;9.818621635E0
3.836595728E1;-4.596867263E-1;2.106897533E-1;9.832986832E0
3.837088513E1;-4.644751251E-1;2.106897533E-1;9.856928825E0
3.837582913E1;-4.548983276E-1;1.963245422E-1;9.892841339E0
3.838077413E1;-4.405331016E-1;1.939303428E-1;9.914389610E0
3.838571913E1;-4.237737060E-1;1.795651317E-1;9.967061996E0
3.839066413E1;-3.902548850E-1;2.154781520E-1;9.981427193E0
3.839560913E1;-3.902548850E-1;2.489969730E-1;1.003170490E1
3.840055413E1;-3.567360640E-1;2.633621991E-1;1.001733971E1
3.840549813E1;-3.375824392E-1;2.609679997E-1;9.998186111E0
3.841044313E1;-3.375824392E-1;2.705447972E-1;9.993397713E0
3.841538813E1;-3.471592367E-1;2.705447972E-1;9.959878922E0
3.842032347E1;-3.687070608E-1;2.729389966E-1;9.931148529E0
3.842526036E1;-3.591302633E-1;2.609679997E-1;9.871294022E0
3.843020536E1;-3.830722570E-1;2.681505978E-1;9.847352028E0
3.843514936E1;-3.950432837E-1;2.489969730E-1;9.811438560E0
3.844009436E1;-4.189853072E-1;2.418143749E-1;9.777919769E0
3.844503936E1;-4.572925270E-1;2.130839527E-1;9.734824181E0
3.844998436E1;-4.525041282E-1;1.987187415E-1;9.734824181E0
3.845492936E1;-4.620809257E-1;1.915361285E-1;9.782708168E0
3.845987436E1;-4.357447028E-1;1.819593310E-1;9.840168953E0
3.846481836E1;-4.285621047E-1;2.035071403E-1;9.888052940E0
3.846976336E1;-4.644751251E-1;2.274491638E-1;9.969455719E0
3.847470836E1;-4.692635238E-1;2.418143749E-1;1.002452278E1
3.847965336E1;-4.333505034E-1;2.250549644E-1;1.006043530E1
3.848459836E1;-3.902548850E-1;2.226607651E-1;1.008198357E1
3.848954336E1;-3.687070608E-1;2.418143749E-1;1.011071396E1
3.849447563E1;-3.687070608E-1;2.274491638E-1;1.010353088E1
3.849942063E1;-4.094084799E-1;1.987187415E-1;1.008677197E1
3.850436563E1;-4.453215301E-1;2.082955539E-1;1.008677197E1
3.850931063E1;-4.261679053E-1;2.106897533E-1;1.006282997E1
3.851425443E1;-4.333505034E-1;2.035071403E-1;1.001494598E1
3.851919943E1;-4.141969085E-1;2.298433632E-1;9.957485199E0
3.852414343E1;-3.878606856E-1;2.466027737E-1;9.933543205E0
3.852908843E1;-3.926490843E-1;2.513911724E-1;9.852140427E0
3.853403343E1;-3.711012602E-1;2.920926213E-1;9.804255486E0
3.853897843E1;-3.663128614E-1;2.968810201E-1;9.753977776E0
3.854392343E1;-3.830722570E-1;3.016694188E-1;9.722852707E0
3.854886843E1;-3.926490843E-1;3.088520169E-1;9.701305389E0
3.855381243E1;-3.782838583E-1;2.968810201E-1;9.667786598E0
3.855875743E1;-3.782838583E-1;2.849099934E-1;9.672574997E0
3.856369463E1;-3.998316824E-1;2.609679997E-1;9.696516991E0
3.856863963E1;-3.806780577E-1;2.513911724E-1;9.725247383E0
3.857358463E1;-3.806780577E-1;2.537853718E-1;9.753977776E0
3.857852963E1;-3.974374831E-1;2.370259613E-1;9.813833237E0
3.858347363E1;-4.261679053E-1;2.106897533E-1;9.864110947E0
3.858841863E1;-4.668693244E-1;1.843535304E-1;9.909601212E0
3.859336363E1;-4.812345505E-1;1.580173075E-1;9.957485199E0
3.859830863E1;-4.740519226E-1;1.316810995E-1;1.000297451E1
3.860325363E1;-5.219359994E-1;1.053448766E-1;1.002452278E1
3.860819863E1;-5.051765442E-1;9.576806426E-2;1.003888798E1
3.861314263E1;-4.860229492E-1;9.337386489E-2;1.006522369E1
3.861808763E1;-4.884171486E-1;1.221042871E-1;1.007240677E1
3.862303263E1;-4.237737060E-1;1.173158810E-1;1.006043530E1
3.862797763E1;-3.878606856E-1;1.532289088E-1;1.005325317E1
3.863292263E1;-3.639186621E-1;1.412578970E-1;1.005804157E1
3.863785301E1;-3.495534360E-1;1.867477298E-1;1.004607010E1
3.864279701E1;-3.327940404E-1;1.819593310E-1;1.002931118E1
3.864774201E1;-3.806780577E-1;2.106897533E-1;1.000297451E1
3.865268701E1;-3.567360640E-1;1.963245422E-1;9.943120003E0
3.865763201E1;-3.639186621E-1;2.035071403E-1;9.897629738E0
3.866257701E1;-3.782838583E-1;2.130839527E-1;9.835380554E0
3.866752201E1;-4.094084799E-1;1.771709323E-1;9.773131371E0
3.867246601E1;-4.285621047E-1;1.651999205E-1;9.744400978E0
3.867741101E1;-4.237737060E-1;1.771709323E-1;9.718064308E0
3.868235601E1;-4.285621047E-1;1.795651317E-1;9.674968719E0
3.868730101E1;-4.477157295E-1;1.675941199E-1;9.689333916E0
3.869224601E1;-4.357447028E-1;1.723825186E-1;9.679757118E0
3.869719101E1;-4.548983276E-1;1.364694983E-1;9.701305389E0
3.870213501E1;-4.333505034E-1;1.460463107E-1;9.758766174E0
3.870708001E1;-4.237737060E-1;1.173158810E-1;9.797073364E0
3.871202501E1;-4.285621047E-1;1.101332754E-1;9.842563629E0
3.871697001E1;-4.261679053E-1;1.173158810E-1;9.902418137E0
3.872191501E1;-4.309563041E-1;1.173158810E-1;9.957485199E0
3.872686001E1;-3.902548850E-1;1.532289088E-1;1.001973438E1
3.873180401E1;-3.543418646E-1;1.699883193E-1;1.003649330E1
3.873674901E1;-3.016694188E-1;1.723825186E-1;1.006043530E1
3.874169401E1;-2.513911724E-1;2.178723514E-1;1.010113716E1
3.874663901E1;-2.346317619E-1;2.226607651E-1;1.006282997E1
3.875158401E1;-3.112462163E-1;2.226607651E-1;1.004607010E1
3.875652901E1;-3.208230138E-1;2.322375625E-1;9.988609314E0
3.876147301E1;-3.878606856E-1;2.154781520E-1;9.974244118E0
3.876641801E1;-4.118026793E-1;2.274491638E-1;9.897629738E0
3.877136301E1;-4.333505034E-1;2.011129409E-1;9.847352028E0
3.877630801E1;-4.596867263E-1;1.604115069E-1;9.811438560E0
3.878125301E1;-4.932055473E-1;1.604115069E-1;9.761159897E0
3.878619801E1;-5.003881454E-1;1.675941199E-1;9.773131371E0
3.879114301E1;-4.668693244E-1;1.795651317E-1;9.761159897E0
3.879608701E1;-4.620809257E-1;1.987187415E-1;9.768342972E0
3.880103201E1;-4.812345505E-1;1.963245422E-1;9.847352028E0
3.880597701E1;-5.123591423E-1;1.915361285E-1;9.900024414E0
3.881092201E1;-4.908113480E-1;1.891419291E-1;9.923966408E0
3.881586701E1;-5.267243981E-1;1.675941199E-1;9.952696800E0
3.882079109E1;-5.075707436E-1;1.723825186E-1;9.921571732E0
3.882573509E1;-4.908113480E-1;1.699883193E-1;9.919178009E0
3.883068009E1;-5.075707436E-1;1.436520964E-1;9.928754807E0
3.883562509E1;-4.955997467E-1;1.436520964E-1;9.878476143E0
3.884057009E1;-4.979939461E-1;1.292868853E-1;9.864110947E0
3.884551509E1;-4.836287498E-1;1.364694983E-1;9.825803757E0
3.885046009E1;-4.764461517E-1;1.436520964E-1;9.792284966E0
3.885539866E1;-4.692635238E-1;1.628057212E-1;9.770736694E0
3.886034366E1;-4.525041282E-1;1.771709323E-1;9.763554573E0
3.886528866E1;-4.501099288E-1;1.771709323E-1;9.732429504E0
3.887022478E1;-4.548983276E-1;1.723825186E-1;9.732429504E0
3.887516978E1;-4.357447028E-1;1.867477298E-1;9.737217903E0
3.888011478E1;-4.429273009E-1;2.035071403E-1;9.751583099E0
3.888505878E1;-4.285621047E-1;2.130839527E-1;9.744400978E0
3.889000378E1;-4.141969085E-1;2.178723514E-1;9.742006302E0
3.889494878E1;-4.213795066E-1;2.059013397E-1;9.773131371E0
3.889989378E1;-4.165911078E-1;2.130839527E-1;9.792284966E0
3.890483613E1;-4.070142806E-1;1.843535304E-1;9.785101891E0
3.890978113E1;-4.453215301E-1;1.556231081E-1;9.765948296E0
3.891472513E1;-4.764461517E-1;1.580173075E-1;9.756371498E0
3.891967013E1;-5.243301988E-1;1.292868853E-1;9.751583099E0
3.892461513E1;-5.458779931E-1;8.858546615E-2;9.720458984E0
3.892956013E1;-5.458779931E-1;8.379705995E-2;9.710882187E0
3.893450513E1;-5.315127969E-1;5.985504389E-2;9.722852707E0
3.893945013E1;-4.932055473E-1;6.943184882E-2;9.744400978E0
3.894439413E1;-4.788403511E-1;6.943184882E-2;9.758766174E0
