"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
1.855615537E1;-5.602431893E-1;2.466027737E-1;1.009874249E1
1.856109937E1;-5.626373887E-1;2.657563984E-1;1.009156036E1
1.856604437E1;-5.698199868E-1;2.753331959E-1;1.007719517E1
1.857098937E1;-5.602431893E-1;2.657563984E-1;1.006761837E1
1.857593437E1;-5.506663918E-1;2.705447972E-1;1.005564690E1
1.858087937E1;-5.458779931E-1;2.442085743E-1;1.004128170E1
1.858582437E1;-5.243301988E-1;2.466027737E-1;1.002931118E1
1.859076837E1;-5.147533417E-1;2.513911724E-1;1.000776291E1
1.859571337E1;-5.027823448E-1;2.250549644E-1;9.981427193E0
1.860065837E1;-5.003881454E-1;2.130839527E-1;9.991003990E0
1.860560337E1;-4.836287498E-1;2.154781520E-1;9.964667320E0
1.861054587E1;-4.692635238E-1;1.843535304E-1;9.955090523E0
1.861549087E1;-4.477157295E-1;1.771709323E-1;9.955090523E0
1.862043587E1;-4.309563041E-1;1.843535304E-1;9.962273598E0
1.862537987E1;-4.716577232E-1;1.723825186E-1;9.974244118E0
1.863032487E1;-4.932055473E-1;1.771709323E-1;1.000058079E1
1.863526987E1;-5.147533417E-1;1.819593310E-1;1.000058079E1
1.864021487E1;-5.458779931E-1;1.843535304E-1;1.001255131E1
1.864515987E1;-6.009446383E-1;1.819593310E-1;1.003170490E1
1.865010487E1;-6.009446383E-1;1.939303428E-1;1.002212811E1
1.865502530E1;-5.889736414E-1;2.011129409E-1;1.001973438E1
1.865997030E1;-5.865794420E-1;2.226607651E-1;1.001255131E1
1.866491530E1;-5.650315881E-1;2.250549644E-1;9.998186111E0
1.866986030E1;-5.458779931E-1;2.489969730E-1;9.979032516E0
1.867480530E1;-5.410895944E-1;2.609679997E-1;9.940725327E0
1.867975030E1;-5.219359994E-1;2.849099934E-1;9.923966408E0
1.868469430E1;-4.979939461E-1;2.920926213E-1;9.885659218E0
1.868963930E1;-4.764461517E-1;3.136404157E-1;9.856928825E0
1.869458430E1;-4.165911078E-1;3.040636182E-1;9.821015358E0
1.869952930E1;-3.447650373E-1;2.968810201E-1;9.789890289E0
1.870447430E1;-3.040636182E-1;2.944868207E-1;9.785101891E0
1.870941930E1;-2.968810201E-1;2.801215947E-1;9.792284966E0
1.871436330E1;-2.873041928E-1;2.753331959E-1;9.794678688E0
1.871930830E1;-2.920926213E-1;2.729389966E-1;9.797073364E0
1.872425330E1;-3.232172430E-1;2.801215947E-1;9.837775230E0
1.872919830E1;-3.256114423E-1;2.705447972E-1;9.837775230E0
1.873414330E1;-3.184288144E-1;2.585737705E-1;9.861717224E0
1.873908830E1;-2.920926213E-1;2.322375625E-1;9.890447617E0
1.874403230E1;-2.849099934E-1;2.298433632E-1;9.926360130E0
1.874897730E1;-2.944868207E-1;2.011129409E-1;9.976638794E0
1.875392230E1;-3.064578176E-1;2.130839527E-1;1.003409958E1
1.875886730E1;-3.088520169E-1;1.939303428E-1;1.010113716E1
1.876381230E1;-3.256114423E-1;1.987187415E-1;1.012268448E1
1.876875730E1;-3.615244627E-1;1.628057212E-1;1.014662647E1
1.877370130E1;-3.806780577E-1;1.268926859E-1;1.017775154E1
1.877864630E1;-3.998316824E-1;9.576806426E-2;1.020169353E1
1.878359130E1;-4.333505034E-1;4.070143029E-2;1.021845245E1
1.878853630E1;-4.668693244E-1;4.788403213E-2;1.021127033E1
1.879348130E1;-5.123591423E-1;1.436521020E-2;1.016817474E1
1.879842630E1;-5.291185975E-1;-1.436521020E-2;1.012747288E1
1.880337030E1;-5.578489900E-1;-1.675941236E-2;1.010831928E1
1.880831530E1;-5.482721925E-1;4.788403399E-3;1.004846478E1
1.881326030E1;-5.363011956E-1;4.070143029E-2;9.969455719E0
1.881820530E1;-5.075707436E-1;6.703764945E-2;9.904812813E0
1.882315030E1;-4.788403511E-1;1.053448766E-1;9.828198433E0
1.882809530E1;-3.998316824E-1;1.795651317E-1;9.746794701E0
1.883291730E1;-3.423708379E-1;2.322375625E-1;9.674968719E0
1.883798430E1;-2.681505978E-1;2.849099934E-1;9.617507935E0
1.884292930E1;-2.130839527E-1;3.351882398E-1;9.631873131E0
1.884787430E1;-1.963245422E-1;3.758896589E-1;9.636661530E0
1.885281930E1;-1.388636976E-1;4.022258818E-1;9.646238327E0
1.885776430E1;-1.556231081E-1;4.046200812E-1;9.660603523E0
1.886270830E1;-1.532289088E-1;4.285621047E-1;9.686940193E0
1.886765330E1;-1.651999205E-1;3.806780577E-1;9.691728592E0
1.887259830E1;-2.011129409E-1;3.447650373E-1;9.744400978E0
1.887754330E1;-2.609679997E-1;2.992752194E-1;9.753977776E0
1.888248830E1;-2.896983922E-1;2.681505978E-1;9.792284966E0
1.888743330E1;-3.567360640E-1;2.226607651E-1;9.847352028E0
1.889237730E1;-4.429273009E-1;1.699883193E-1;9.883264542E0
1.889732230E1;-5.003881454E-1;1.244984865E-1;9.928754807E0
1.890226730E1;-5.482721925E-1;8.379705995E-2;9.959878922E0
1.890721230E1;-5.793967843E-1;7.182604820E-2;1.001494598E1
1.891203530E1;-5.865794420E-1;4.070143029E-2;1.008677197E1
1.891710230E1;-5.770025849E-1;2.154781483E-2;1.009634876E1
1.892204630E1;-5.530605912E-1;1.436521020E-2;1.010592556E1
1.892699130E1;-5.003881454E-1;1.197100803E-2;1.013226128E1
1.893193630E1;-4.836287498E-1;1.675941236E-2;1.017056847E1
1.893688130E1;-4.620809257E-1;6.703764945E-2;1.016338634E1
1.894182630E1;-4.333505034E-1;8.379705995E-2;1.014423275E1
1.894677130E1;-4.213795066E-1;9.816227108E-2;1.012986755E1
1.895171530E1;-3.663128614E-1;1.221042871E-1;1.013465595E1
1.895666030E1;-3.423708379E-1;1.580173075E-1;1.009395409E1
1.896160530E1;-3.016694188E-1;1.915361285E-1;1.007240677E1
1.896655030E1;-2.633621991E-1;2.035071403E-1;1.002931118E1
1.897149530E1;-2.633621991E-1;2.154781520E-1;1.001973438E1
1.897644030E1;-2.633621991E-1;2.609679997E-1;9.986215591E0
1.898138430E1;-2.849099934E-1;2.825157940E-1;1.000776291E1
1.898632930E1;-2.633621991E-1;3.208230138E-1;9.995792389E0
1.899127430E1;-2.968810201E-1;3.423708379E-1;9.995792389E0
1.899621930E1;-3.208230138E-1;3.303998411E-1;9.979032516E0
1.900116430E1;-3.399766386E-1;3.280056417E-1;9.964667320E0
1.900610930E1;-3.711012602E-1;3.160346150E-1;9.938331604E0
1.901105330E1;-4.070142806E-1;2.825157940E-1;9.895236015E0
1.901599830E1;-4.141969085E-1;2.657563984E-1;9.849745750E0
1.902094330E1;-4.309563041E-1;2.466027737E-1;9.821015358E0
1.902588830E1;-4.548983276E-1;1.963245422E-1;9.785101891E0
1.903083330E1;-4.620809257E-1;2.035071403E-1;9.756371498E0
1.903577830E1;-4.525041282E-1;2.035071403E-1;9.756371498E0
1.904072230E1;-4.548983276E-1;2.154781520E-1;9.770736694E0
1.904566730E1;-4.381389022E-1;2.130839527E-1;9.823410034E0
1.905061230E1;-4.094084799E-1;2.250549644E-1;9.880870819E0
1.905555730E1;-3.974374831E-1;2.346317619E-1;9.957485199E0
1.906050230E1;-4.189853072E-1;2.250549644E-1;1.003409958E1
1.906544730E1;-4.165911078E-1;2.178723514E-1;1.007240677E1
1.907039130E1;-4.405331016E-1;2.178723514E-1;1.013704967E1
1.907533630E1;-4.525041282E-1;1.675941199E-1;1.015380955E1
1.908028130E1;-4.740519226E-1;1.388636976E-1;1.014183807E1
1.908522630E1;-5.171475410E-1;1.221042871E-1;1.010113716E1
1.909017130E1;-5.913678408E-1;1.268926859E-1;1.003649330E1
1.909511630E1;-6.033388376E-1;1.292868853E-1;9.971850395E0
1.910006130E1;-6.224924326E-1;1.244984865E-1;9.926360130E0
1.910500530E1;-6.320692301E-1;1.388636976E-1;9.876082420E0
1.910995030E1;-6.200982332E-1;1.532289088E-1;9.837775230E0
1.911489530E1;-5.698199868E-1;1.819593310E-1;9.797073364E0
1.911984030E1;-5.243301988E-1;2.082955539E-1;9.792284966E0
1.912478530E1;-4.716577232E-1;2.370259613E-1;9.804255486E0
1.912973030E1;-4.309563041E-1;2.729389966E-1;9.844957352E0
1.913467430E1;-3.806780577E-1;2.825157940E-1;9.909601212E0
1.913961930E1;-3.351882398E-1;2.968810201E-1;9.926360130E0
1.914456430E1;-3.256114423E-1;3.064578176E-1;9.974244118E0
1.914950930E1;-2.896983922E-1;3.040636182E-1;9.995792389E0
1.915445430E1;-3.088520169E-1;2.681505978E-1;1.001255131E1
1.915939930E1;-3.447650373E-1;2.681505978E-1;1.000058079E1
1.916434330E1;-3.782838583E-1;2.394201756E-1;9.991003990E0
1.916928830E1;-4.381389022E-1;2.035071403E-1;9.945513725E0
1.917423330E1;-4.620809257E-1;1.819593310E-1;9.897629738E0
1.917917830E1;-4.860229492E-1;1.580173075E-1;9.868899345E0
1.918412330E1;-5.219359994E-1;1.412578970E-1;9.844957352E0
1.918906830E1;-5.410895944E-1;1.460463107E-1;9.847352028E0
1.919401230E1;-5.434837937E-1;1.484405100E-1;9.873687744E0
1.919895730E1;-5.410895944E-1;1.316810995E-1;9.914389610E0
1.920390230E1;-5.315127969E-1;1.221042871E-1;9.940725327E0
1.920883610E1;-5.075707436E-1;1.029506698E-1;9.986215591E0
1.921378310E1;-4.764461517E-1;9.097966552E-2;1.003649330E1
1.921872810E1;-4.477157295E-1;8.140286058E-2;1.007480049E1
1.922364906E1;-4.141969085E-1;9.097966552E-2;1.009395409E1
1.922858841E1;-4.189853072E-1;8.858546615E-2;1.012747288E1
1.923353341E1;-4.094084799E-1;1.005564705E-1;1.011310768E1
1.923847741E1;-4.333505034E-1;1.292868853E-1;1.010592556E1
1.924342241E1;-4.357447028E-1;1.316810995E-1;1.008198357E1
1.924836741E1;-4.333505034E-1;1.699883193E-1;1.002931118E1
1.925331241E1;-4.477157295E-1;1.556231081E-1;9.981427193E0
1.925825741E1;-4.237737060E-1;1.699883193E-1;9.935936928E0
1.926320241E1;-4.381389022E-1;2.059013397E-1;9.883264542E0
1.926814641E1;-4.405331016E-1;2.370259613E-1;9.825803757E0
1.927309141E1;-4.429273009E-1;2.418143749E-1;9.792284966E0
1.927803641E1;-4.477157295E-1;2.513911724E-1;9.780313492E0
1.928298141E1;-4.644751251E-1;2.633621991E-1;9.734824181E0
1.928792641E1;-4.501099288E-1;2.896983922E-1;9.739612579E0
1.929287141E1;-4.716577232E-1;2.801215947E-1;9.739612579E0
1.929781541E1;-4.620809257E-1;2.801215947E-1;9.756371498E0
1.930276041E1;-4.381389022E-1;2.920926213E-1;9.742006302E0
1.930770541E1;-4.237737060E-1;2.729389966E-1;9.742006302E0
1.931265041E1;-4.189853072E-1;2.609679997E-1;9.739612579E0
1.931759541E1;-4.285621047E-1;2.466027737E-1;9.734824181E0
1.932254041E1;-3.998316824E-1;2.513911724E-1;9.753977776E0
1.932748441E1;-3.878606856E-1;2.466027737E-1;9.751583099E0
1.933242941E1;-4.022258818E-1;2.202665508E-1;9.792284966E0
1.933737441E1;-4.046200812E-1;2.418143749E-1;9.816226959E0
1.934231941E1;-4.141969085E-1;2.202665508E-1;9.876082420E0
1.934726441E1;-4.405331016E-1;2.226607651E-1;9.945513725E0
1.935220941E1;-4.525041282E-1;2.106897533E-1;9.998186111E0
1.935715341E1;-4.692635238E-1;1.891419291E-1;1.005325317E1
1.936209841E1;-4.788403511E-1;1.628057212E-1;1.007719517E1
1.936704341E1;-4.860229492E-1;1.268926859E-1;1.007719517E1
1.937198841E1;-5.075707436E-1;1.436520964E-1;1.005085850E1
1.937693341E1;-5.123591423E-1;9.337386489E-2;9.974244118E0
1.938187841E1;-5.267243981E-1;1.029506698E-1;9.909601212E0
1.938682241E1;-5.363011956E-1;1.244984865E-1;9.849745750E0
1.939176741E1;-5.123591423E-1;1.651999205E-1;9.763554573E0
1.939671241E1;-4.932055473E-1;2.059013397E-1;9.696516991E0
1.940165741E1;-4.740519226E-1;2.489969730E-1;9.679757118E0
1.940660241E1;-4.070142806E-1;2.825157940E-1;9.667786598E0
1.941154741E1;-3.782838583E-1;3.016694188E-1;9.694122314E0
1.941649241E1;-3.327940404E-1;3.303998411E-1;9.749189377E0
1.942143641E1;-2.849099934E-1;3.303998411E-1;9.816226959E0
1.942638141E1;-2.298433632E-1;3.615244627E-1;9.859322548E0
1.943132368E1;-2.130839527E-1;3.375824392E-1;9.940725327E0
1.943617056E1;-2.154781520E-1;3.351882398E-1;1.004128170E1
1.944110795E1;-2.250549644E-1;3.208230138E-1;1.010592556E1
1.944605295E1;-2.944868207E-1;2.968810201E-1;1.014662647E1
1.945099695E1;-3.543418646E-1;2.561795712E-1;1.016817474E1
1.945593279E1;-4.189853072E-1;2.106897533E-1;1.014423275E1
1.946087779E1;-4.429273009E-1;1.819593310E-1;1.011310768E1
1.946582279E1;-4.908113480E-1;1.316810995E-1;1.005804157E1
1.947076779E1;-5.051765442E-1;1.053448766E-1;1.001973438E1
1.947571279E1;-5.099649429E-1;1.005564705E-1;9.964667320E0
1.948065679E1;-4.716577232E-1;1.268926859E-1;9.871294022E0
1.948560179E1;-4.525041282E-1;1.388636976E-1;9.806650162E0
1.949054679E1;-4.141969085E-1;1.987187415E-1;9.756371498E0
1.949549179E1;-3.663128614E-1;2.537853718E-1;9.739612579E0
1.950043679E1;-3.208230138E-1;2.992752194E-1;9.725247383E0
1.950538179E1;-2.825157940E-1;3.567360640E-1;9.732429504E0
1.951032579E1;-2.657563984E-1;4.165911078E-1;9.770736694E0
1.951527079E1;-2.082955539E-1;4.405331016E-1;9.797073364E0
1.952021579E1;-1.723825186E-1;4.525041282E-1;9.864110947E0
1.952516079E1;-1.771709323E-1;4.525041282E-1;9.909601212E0
1.953010579E1;-2.035071403E-1;3.974374831E-1;9.950302124E0
1.953505079E1;-2.537853718E-1;3.615244627E-1;9.976638794E0
1.953999479E1;-3.016694188E-1;3.040636182E-1;1.003409958E1
1.954493979E1;-3.615244627E-1;2.322375625E-1;1.006761837E1
1.954988479E1;-4.525041282E-1;1.723825186E-1;1.008198357E1
1.955482979E1;-5.027823448E-1;1.173158810E-1;1.009156036E1
1.955977479E1;-5.841852427E-1;8.619125932E-2;1.009634876E1
1.956471979E1;-6.177040339E-1;2.394201607E-2;1.009874249E1
1.956966379E1;-6.512228847E-1;-4.788403399E-3;1.011789608E1
1.957460879E1;-6.679822803E-1;-2.394201607E-2;1.010353088E1
1.957955379E1;-6.919242740E-1;-2.394201607E-2;1.011550236E1
1.958449879E1;-6.871358752E-1;-2.154781483E-2;1.011310768E1
1.958944379E1;-6.464344859E-1;-1.197100803E-2;1.012268448E1
1.959438879E1;-6.081272364E-1;1.436521020E-2;1.012029076E1
1.959933279E1;-5.937620401E-1;5.746084079E-2;1.010592556E1
1.960427779E1;-5.434837937E-1;9.576806426E-2;1.010353088E1
1.960922279E1;-4.955997467E-1;1.340752989E-1;1.009874249E1
1.961416779E1;-4.429273009E-1;1.771709323E-1;1.011550236E1
1.961911279E1;-4.261679053E-1;2.298433632E-1;1.010592556E1
1.962405779E1;-4.022258818E-1;2.753331959E-1;1.009874249E1
1.962900179E1;-4.189853072E-1;2.992752194E-1;1.008916569E1
1.963394679E1;-3.926490843E-1;2.992752194E-1;1.010353088E1
1.963889179E1;-4.213795066E-1;2.968810201E-1;1.007958889E1
1.964383679E1;-4.141969085E-1;3.016694188E-1;1.011789608E1
1.964878179E1;-4.381389022E-1;3.088520169E-1;1.011789608E1
1.965372679E1;-4.213795066E-1;3.136404157E-1;1.011789608E1
1.965867079E1;-4.357447028E-1;2.920926213E-1;1.009874249E1
1.966361579E1;-4.381389022E-1;2.561795712E-1;1.010113716E1
1.966856079E1;-4.285621047E-1;2.513911724E-1;1.008677197E1
1.967350579E1;-4.668693244E-1;2.035071403E-1;1.006761837E1
1.967845079E1;-4.572925270E-1;1.771709323E-1;1.003888798E1
1.968339579E1;-4.788403511E-1;1.604115069E-1;1.005085850E1
1.968833979E1;-4.668693244E-1;1.484405100E-1;1.007719517E1
1.969328479E1;-4.716577232E-1;1.340752989E-1;1.009634876E1
1.969822979E1;-4.596867263E-1;1.460463107E-1;1.010831928E1
1.970317479E1;-4.548983276E-1;1.628057212E-1;1.015380955E1
1.970811979E1;-4.405331016E-1;1.723825186E-1;1.018493366E1
1.971306479E1;-4.189853072E-1;1.915361285E-1;1.020408726E1
1.971800879E1;-3.878606856E-1;2.250549644E-1;1.024239445E1
1.972295379E1;-3.878606856E-1;2.226607651E-1;1.025915432E1
1.972789879E1;-3.663128614E-1;2.513911724E-1;1.029267311E1
1.973284379E1;-3.663128614E-1;2.394201756E-1;1.029506683E1
1.973778879E1;-3.615244627E-1;2.705447972E-1;1.032140350E1
1.974273379E1;-3.830722570E-1;2.753331959E-1;1.033098030E1
1.974767779E1;-3.902548850E-1;2.873041928E-1;1.031661510E1
1.975262279E1;-3.974374831E-1;3.016694188E-1;1.029746151E1
1.975756779E1;-3.830722570E-1;2.944868207E-1;1.027830791E1
1.976251279E1;-3.902548850E-1;2.825157940E-1;1.025675964E1
1.976745779E1;-3.663128614E-1;2.705447972E-1;1.022084713E1
1.977240279E1;-3.687070608E-1;2.825157940E-1;1.021127033E1
1.977734679E1;-3.687070608E-1;2.777273953E-1;1.019690514E1
1.978229179E1;-3.830722570E-1;2.442085743E-1;1.014902115E1
1.978723679E1;-4.405331016E-1;2.178723514E-1;1.011789608E1
1.979218179E1;-4.525041282E-1;1.939303428E-1;1.011550236E1
1.979712679E1;-4.979939461E-1;1.795651317E-1;1.011550236E1
1.980207179E1;-5.171475410E-1;1.843535304E-1;1.010592556E1
1.980701579E1;-5.243301988E-1;1.628057212E-1;1.011550236E1
1.981196079E1;-5.291185975E-1;1.675941199E-1;1.008916569E1
1.981690579E1;-5.003881454E-1;1.795651317E-1;1.012029076E1
1.982185079E1;-4.572925270E-1;2.011129409E-1;1.011550236E1
1.982667379E1;-3.926490843E-1;2.346317619E-1;1.015141487E1
1.983174079E1;-3.184288144E-1;2.537853718E-1;1.016099167E1
1.983668479E1;-2.873041928E-1;2.849099934E-1;1.020887566E1
1.984162979E1;-2.609679997E-1;3.208230138E-1;1.023281765E1
1.984657479E1;-2.394201756E-1;3.375824392E-1;1.023521233E1
1.985151979E1;-2.298433632E-1;3.543418646E-1;1.024718285E1
1.985646479E1;-2.442085743E-1;3.495534360E-1;1.024239445E1
1.986140979E1;-2.825157940E-1;3.184288144E-1;1.023042393E1
1.986635379E1;-3.160346150E-1;2.896983922E-1;1.024239445E1
1.987129879E1;-3.806780577E-1;2.801215947E-1;1.020408726E1
1.987624379E1;-4.118026793E-1;2.322375625E-1;1.020169353E1
1.988118879E1;-4.716577232E-1;1.939303428E-1;1.018014526E1
1.988613379E1;-5.027823448E-1;1.436520964E-1;1.017296314E1
1.989107879E1;-5.363011956E-1;1.340752989E-1;1.014183807E1
1.989602199E1;-5.506663918E-1;1.053448766E-1;1.012507915E1
1.990096602E1;-5.506663918E-1;8.140286058E-2;1.013704967E1
1.990591102E1;-5.291185975E-1;1.005564705E-1;1.012986755E1
1.991085602E1;-4.764461517E-1;1.053448766E-1;1.016338634E1
1.991580102E1;-4.309563041E-1;1.436520964E-1;1.019690514E1
1.992074602E1;-3.567360640E-1;1.747767180E-1;1.024239445E1
1.992569102E1;-3.351882398E-1;2.298433632E-1;1.029506683E1
1.993063502E1;-3.112462163E-1;2.585737705E-1;1.034774017E1
1.993558002E1;-2.873041928E-1;2.705447972E-1;1.037407589E1
1.994052502E1;-3.136404157E-1;2.753331959E-1;1.040041256E1
1.994547002E1;-3.184288144E-1;2.753331959E-1;1.040041256E1
1.995041502E1;-3.399766386E-1;2.489969730E-1;1.040759468E1
1.995536002E1;-3.854664862E-1;2.082955539E-1;1.039801788E1
1.996030402E1;-4.285621047E-1;2.035071403E-1;1.038604736E1
1.996524902E1;-4.501099288E-1;1.628057212E-1;1.034534550E1
1.997019402E1;-4.836287498E-1;1.436520964E-1;1.031900978E1
1.997513902E1;-5.339069963E-1;1.316810995E-1;1.029985619E1
1.998008402E1;-5.554547906E-1;1.197100878E-1;1.029027843E1
1.998502902E1;-5.506663918E-1;1.197100878E-1;1.024239445E1
1.998997302E1;-5.171475410E-1;1.580173075E-1;1.023521233E1
1.999491802E1;-4.716577232E-1;1.388636976E-1;1.023281765E1
1.999986302E1;-4.046200812E-1;1.819593310E-1;1.024478912E1
2.000480802E1;-3.280056417E-1;2.298433632E-1;1.026633644E1
2.000975302E1;-2.849099934E-1;2.609679997E-1;1.028788471E1
2.001469802E1;-2.705447972E-1;2.944868207E-1;1.030464458E1
2.001964202E1;-2.753331959E-1;2.944868207E-1;1.032140350E1
2.002458702E1;-2.992752194E-1;2.968810201E-1;1.034055710E1
2.002941002E1;-3.232172430E-1;2.992752194E-1;1.037407589E1
2.003447345E1;-3.615244627E-1;2.944868207E-1;1.038125896E1
2.003941845E1;-3.758896589E-1;2.705447972E-1;1.040041256E1
2.004427818E1;-4.094084799E-1;2.394201756E-1;1.042674828E1
2.004920556E1;-4.644751251E-1;1.891419291E-1;1.041238308E1
2.005415056E1;-5.099649429E-1;1.651999205E-1;1.041717148E1
2.005909556E1;-5.434837937E-1;1.484405100E-1;1.042195988E1
2.006404056E1;-5.530605912E-1;1.244984865E-1;1.041238308E1
2.006898556E1;-5.315127969E-1;1.316810995E-1;1.041956615E1
2.007393056E1;-5.363011956E-1;1.412578970E-1;1.042674828E1
2.007885799E1;-5.075707436E-1;1.532289088E-1;1.040998936E1
2.008380299E1;-4.860229492E-1;1.699883193E-1;1.040280628E1
2.008874799E1;-4.644751251E-1;2.011129409E-1;1.039322948E1
2.009369299E1;-4.405331016E-1;2.226607651E-1;1.037647057E1
2.009863799E1;-3.974374831E-1;2.394201756E-1;1.033816338E1
2.010358299E1;-3.782838583E-1;2.442085743E-1;1.030224991E1
2.010852699E1;-3.519476354E-1;2.513911724E-1;1.027830791E1
2.011347199E1;-3.256114423E-1;2.681505978E-1;1.025915432E1
2.011841699E1;-3.375824392E-1;2.705447972E-1;1.025915432E1
2.012336199E1;-3.423708379E-1;2.753331959E-1;1.027591324E1
2.012830699E1;-3.663128614E-1;2.705447972E-1;1.029267311E1
2.013325199E1;-4.094084799E-1;2.609679997E-1;1.033816338E1
2.013819599E1;-4.309563041E-1;2.561795712E-1;1.037647057E1
2.014314099E1;-4.333505034E-1;2.250549644E-1;1.042435455E1
2.014808599E1;-4.405331016E-1;2.106897533E-1;1.047463226E1
2.015303099E1;-4.429273009E-1;2.130839527E-1;1.052491093E1
2.015797599E1;-4.189853072E-1;2.011129409E-1;1.057758331E1
2.016292099E1;-4.333505034E-1;1.819593310E-1;1.063743782E1
2.016786499E1;-4.237737060E-1;1.867477298E-1;1.064940929E1
2.017280999E1;-4.333505034E-1;1.532289088E-1;1.062786102E1
2.017775499E1;-4.357447028E-1;1.628057212E-1;1.061110210E1
2.018269999E1;-4.525041282E-1;1.460463107E-1;1.056082344E1
2.018764499E1;-4.572925270E-1;1.412578970E-1;1.052491093E1
2.019258999E1;-4.740519226E-1;1.268926859E-1;1.047463226E1
2.019753399E1;-4.572925270E-1;1.364694983E-1;1.041956615E1
2.020247899E1;-4.548983276E-1;1.412578970E-1;1.036449909E1
2.020742399E1;-4.596867263E-1;1.197100878E-1;1.031900978E1
2.021237099E1;-4.548983276E-1;1.508347094E-1;1.029027843E1
2.021731599E1;-4.381389022E-1;1.580173075E-1;1.028549004E1
2.022226099E1;-4.357447028E-1;1.891419291E-1;1.031422138E1
2.022720599E1;-4.261679053E-1;2.130839527E-1;1.033576870E1
2.023215099E1;-4.094084799E-1;2.154781520E-1;1.038844109E1
2.023709599E1;-3.567360640E-1;2.394201756E-1;1.044829655E1
2.024204099E1;-3.327940404E-1;2.394201756E-1;1.050815105E1
2.024698499E1;-3.184288144E-1;2.633621991E-1;1.058237171E1
2.025192999E1;-2.729389966E-1;2.633621991E-1;1.062307262E1
2.025687499E1;-2.825157940E-1;2.585737705E-1;1.066377449E1
2.026181999E1;-2.896983922E-1;2.561795712E-1;1.068292809E1
2.026676499E1;-3.399766386E-1;2.274491638E-1;1.065659142E1
2.027170999E1;-3.567360640E-1;2.154781520E-1;1.061110210E1
2.027665399E1;-4.189853072E-1;1.939303428E-1;1.054885292E1
2.028159899E1;-4.094084799E-1;1.651999205E-1;1.049139214E1
2.028654399E1;-4.189853072E-1;1.460463107E-1;1.045069027E1
2.029148899E1;-4.285621047E-1;1.364694983E-1;1.041477776E1
2.029643399E1;-4.213795066E-1;1.125274822E-1;1.036449909E1
2.030137899E1;-3.998316824E-1;1.197100878E-1;1.031182671E1
2.030632299E1;-3.782838583E-1;1.077390760E-1;1.026394272E1
2.031126799E1;-3.591302633E-1;1.412578970E-1;1.023521233E1
2.031621299E1;-3.375824392E-1;1.939303428E-1;1.024478912E1
2.032115799E1;-3.327940404E-1;2.250549644E-1;1.027591324E1
2.032610299E1;-3.088520169E-1;2.466027737E-1;1.031900978E1
2.033104383E1;-2.873041928E-1;2.609679997E-1;1.034774017E1
2.033598783E1;-2.753331959E-1;2.801215947E-1;1.041956615E1
2.034093283E1;-2.537853718E-1;2.920926213E-1;1.047942066E1
2.034587783E1;-2.322375625E-1;2.944868207E-1;1.051772785E1
2.035082283E1;-2.657563984E-1;3.088520169E-1;1.054645824E1
2.035576783E1;-2.657563984E-1;3.088520169E-1;1.055603504E1
2.036071283E1;-3.208230138E-1;2.825157940E-1;1.055842972E1
2.036565683E1;-3.543418646E-1;2.729389966E-1;1.050336266E1
2.037060183E1;-3.734954596E-1;2.298433632E-1;1.044350815E1
2.037554683E1;-3.806780577E-1;2.035071403E-1;1.037168217E1
2.038049183E1;-4.094084799E-1;1.771709323E-1;1.031182671E1
2.038543683E1;-4.070142806E-1;1.628057212E-1;1.024957752E1
2.039038183E1;-4.333505034E-1;1.460463107E-1;1.018972206E1
2.039532583E1;-4.381389022E-1;1.316810995E-1;1.014902115E1
2.040027083E1;-4.309563041E-1;1.197100878E-1;1.012986755E1
2.040521583E1;-4.309563041E-1;1.484405100E-1;1.013704967E1
2.041016083E1;-4.046200812E-1;1.556231081E-1;1.020648193E1
2.041510583E1;-4.022258818E-1;1.675941199E-1;1.027112484E1
2.042005083E1;-3.639186621E-1;2.178723514E-1;1.035731697E1
2.042499483E1;-3.327940404E-1;2.346317619E-1;1.044590187E1
2.042993983E1;-3.136404157E-1;2.561795712E-1;1.053448772E1
2.043488483E1;-3.016694188E-1;2.513911724E-1;1.063025570E1
2.043982983E1;-2.896983922E-1;2.106897533E-1;1.065659142E1
2.044477483E1;-3.327940404E-1;2.011129409E-1;1.067095661E1
2.044971983E1;-3.639186621E-1;1.556231081E-1;1.065180302E1
2.045466383E1;-4.213795066E-1;1.173158810E-1;1.060631371E1
2.045960883E1;-4.596867263E-1;1.077390760E-1;1.055124664E1
2.046455383E1;-5.123591423E-1;9.576806426E-2;1.045547867E1
2.046949883E1;-5.171475410E-1;7.182604820E-2;1.039322948E1
2.047444383E1;-5.291185975E-1;5.985504389E-2;1.030703831E1
2.047938883E1;-5.003881454E-1;9.337386489E-2;1.024239445E1
2.048433283E1;-4.620809257E-1;1.101332754E-1;1.019211674E1
2.048927783E1;-4.213795066E-1;1.508347094E-1;1.017056847E1
2.049422283E1;-3.950432837E-1;1.795651317E-1;1.015859795E1
2.049916783E1;-3.663128614E-1;2.035071403E-1;1.018253994E1
2.050411283E1;-3.280056417E-1;2.370259613E-1;1.018014526E1
2.050905783E1;-3.016694188E-1;2.801215947E-1;1.023042393E1
2.051400183E1;-2.777273953E-1;2.801215947E-1;1.028549004E1
2.051894683E1;-2.585737705E-1;2.777273953E-1;1.033337498E1
