"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.051181471E1,8.196207047E0,-3.914524460E1,8.587272644E0,4.090561375E1
2.052183871E1,8.969404221E0,-3.842541504E1,1.064144897E1,4.086811923E1
2.053186371E1,9.841592789E0,-3.751282883E1,1.300721741E1,4.090546394E1
2.054188871E1,1.056650734E1,-3.659018326E1,1.536168671E1,4.106670192E1
2.055191271E1,1.121631050E1,-3.541728210E1,1.763778687E1,4.112518715E1
2.056193771E1,1.180513191E1,-3.404274368E1,1.972830963E1,4.107889650E1
2.057196171E1,1.221426201E1,-3.241306305E1,2.185078812E1,4.095426466E1
2.058198671E1,1.253048897E1,-3.088191605E1,2.414895248E1,4.115674670E1
2.059201071E1,1.282479668E1,-2.898921394E1,2.630017090E1,4.118918455E1
2.060203571E1,1.289925575E1,-2.731698227E1,2.809109116E1,4.125188143E1
2.061205971E1,1.280825615E1,-2.542561722E1,2.986282349E1,4.125895858E1
2.062208471E1,1.275319862E1,-2.334302139E1,3.184443665E1,4.149227480E1
2.063210971E1,1.277156639E1,-2.146199799E1,3.356453323E1,4.183668434E1
2.064213371E1,1.236147118E1,-1.968307114E1,3.469363785E1,4.175976252E1
2.065215871E1,1.192485237E1,-1.772175598E1,3.583863449E1,4.172134300E1
2.066218271E1,1.135199165E1,-1.589292526E1,3.681281281E1,4.167296455E1
2.067220771E1,1.095253181E1,-1.396966362E1,3.786140823E1,4.181621322E1
2.068223171E1,1.039225578E1,-1.217951012E1,3.901759338E1,4.217477967E1
2.069225671E1,9.896398544E0,-9.856367111E0,3.966725922E1,4.205446624E1
2.070228171E1,9.396432877E0,-8.187074661E0,4.033509445E1,4.221659611E1
2.071230571E1,8.677019119E0,-6.282398701E0,4.109157562E1,4.246500655E1
2.072233071E1,7.517282486E0,-4.248791695E0,4.154299164E1,4.243090762E1
2.073235471E1,6.033388138E0,-2.651371002E0,4.182236099E1,4.233841541E1
2.074237971E1,4.828176498E0,-1.024429321E0,4.210023499E1,4.238856602E1
2.075240371E1,3.633134842E0,8.386878967E-1,4.276917648E1,4.293140486E1
2.076242871E1,2.669240952E0,2.551205635E0,4.300297928E1,4.316120624E1
2.077245271E1,1.380867004E0,4.411749840E0,4.288806534E1,4.313648663E1
2.078247771E1,2.398147583E-1,6.211199760E0,4.252894974E1,4.298078733E1
2.079250271E1,-6.994113922E-1,7.965352058E0,4.248724747E1,4.323311470E1
2.080252671E1,-1.694089890E0,9.384020805E0,4.223786926E1,4.330089360E1
2.081255171E1,-3.047105789E0,1.102752781E1,4.207664108E1,4.360429965E1
2.082257571E1,-4.581989288E0,1.251165295E1,4.162548447E1,4.370602982E1
2.083260071E1,-6.088676453E0,1.344691563E1,4.120100784E1,4.376544948E1
2.084262471E1,-8.043046951E0,1.470868206E1,4.026941299E1,4.361950888E1
2.085264971E1,-9.716684341E0,1.583833027E1,3.996269226E1,4.407134481E1
2.086267471E1,-1.133369446E1,1.710047913E1,3.914496613E1,4.419510594E1
2.087269871E1,-1.300936317E1,1.791406631E1,3.819746399E1,4.414978547E1
2.088272371E1,-1.496640682E1,1.889574814E1,3.746015549E1,4.454554837E1
2.089274771E1,-1.698443985E1,1.973631287E1,3.650748825E1,4.484183249E1
2.090277271E1,-1.876747513E1,2.073523331E1,3.508097839E1,4.486471964E1
2.091279671E1,-2.018893051E1,2.160326767E1,3.434611511E1,4.532052198E1
2.092282171E1,-2.208930779E1,2.220951080E1,3.283642197E1,4.538094860E1
2.093284571E1,-2.379698372E1,2.311862946E1,3.144558716E1,4.571205983E1
2.094287071E1,-2.518665314E1,2.369982147E1,2.997655487E1,4.576726861E1
2.095289571E1,-2.699981308E1,2.402562332E1,2.847186661E1,4.600943023E1
2.096291971E1,-2.871907234E1,2.455281830E1,2.690795135E1,4.638603075E1
2.097294471E1,-3.039017677E1,2.440483475E1,2.519293594E1,4.640951222E1
2.098296871E1,-3.182337189E1,2.412676620E1,2.362751389E1,4.640137130E1
2.099299371E1,-3.301705170E1,2.390724564E1,2.163021851E1,4.614703077E1
2.100301771E1,-3.459056091E1,2.331435013E1,2.037617874E1,4.642471848E1
2.101304271E1,-3.613213730E1,2.253759384E1,1.924376297E1,4.673111271E1
2.102306771E1,-3.760226059E1,2.129700089E1,1.790989304E1,4.677880414E1
2.103309171E1,-3.890600204E1,2.018262482E1,1.638312912E1,4.679126264E1
2.104311671E1,-4.016424561E1,1.865054703E1,1.551891327E1,4.692383401E1
2.105314071E1,-4.108967972E1,1.693093491E1,1.422147751E1,4.666121257E1
2.106316571E1,-4.203812408E1,1.507074070E1,1.386431885E1,4.676056500E1
2.107318971E1,-4.265202332E1,1.305287266E1,1.298182678E1,4.645535926E1
2.108321471E1,-4.339722443E1,1.094081211E1,1.254102707E1,4.647900405E1
2.109323871E1,-4.387805557E1,8.762097359E0,1.213506317E1,4.636073629E1
2.110326371E1,-4.439222717E1,6.235831261E0,1.209869766E1,4.643203539E1
2.111328871E1,-4.453195953E1,3.881321907E0,1.215642929E1,4.632427930E1
2.112331271E1,-4.458241653E1,1.356370926E0,1.245828247E1,4.631026245E1
2.113333771E1,-4.442985153E1,-1.181862831E0,1.230197525E1,4.611666837E1
2.114336171E1,-4.398927307E1,-3.639780045E0,1.265802002E1,4.591872837E1
2.115338671E1,-4.334749603E1,-5.974225044E0,1.280178452E1,4.559147359E1
2.116341071E1,-4.263533020E1,-8.414073944E0,1.300409317E1,4.536159676E1
2.117343571E1,-4.183256531E1,-1.086944580E1,1.338534164E1,4.524683131E1
2.118345962E1,-4.108700180E1,-1.358834839E1,1.302647018E1,4.519373689E1
2.119348463E1,-3.981537628E1,-1.609418106E1,1.323189163E1,4.493739877E1
2.120350963E1,-3.842127991E1,-1.872300339E1,1.333103943E1,4.477122087E1
2.121353363E1,-3.693204117E1,-2.141449738E1,1.341749573E1,4.475025759E1
2.122355863E1,-3.531875229E1,-2.409992599E1,1.246182251E1,4.453670078E1
2.123358263E1,-3.365570068E1,-2.644251251E1,1.156228638E1,4.433507779E1
2.124360763E1,-3.184880829E1,-2.895494461E1,1.041738129E1,4.428608404E1
2.125363163E1,-2.976247215E1,-3.134394073E1,9.287124634E0,4.420970542E1
2.126365663E1,-2.752645683E1,-3.339700699E1,7.473991394E0,4.391954518E1
2.127368162E1,-2.504556847E1,-3.548901367E1,6.237899780E0,4.388236531E1
2.128370562E1,-2.231433868E1,-3.708362198E1,4.151054382E0,4.347822423E1
2.129373062E1,-1.982601929E1,-3.850006866E1,2.251884460E0,4.336354819E1
2.130375462E1,-1.702861023E1,-3.976779556E1,3.827896118E-1,4.326196549E1
2.131377963E1,-1.408549404E1,-4.063619614E1,-2.102554321E0,4.305952059E1
2.132380362E1,-1.112796974E1,-4.098522949E1,-4.327415466E0,4.268895960E1
2.133382863E1,-8.523155212E0,-4.121278763E1,-7.099037170E0,4.267943729E1
2.134385363E1,-5.840118408E0,-4.092322922E1,-1.017583466E1,4.257188372E1
2.135387763E1,-3.558511734E0,-4.048089600E1,-1.233892822E1,4.246898982E1
2.136390263E1,-1.673683167E0,-3.984328461E1,-1.489442444E1,4.256914872E1
2.137392663E1,3.056545258E-1,-3.898800278E1,-1.676636505E1,4.244135698E1
2.138395163E1,1.936370850E0,-3.815519333E1,-1.889058685E1,4.261950940E1
2.139397563E1,2.958665848E0,-3.714860153E1,-2.043854523E1,4.250301672E1
2.140400062E1,4.566415787E0,-3.602189255E1,-2.207898712E1,4.249600650E1
2.141402463E1,5.843744278E0,-3.478996277E1,-2.368756104E1,4.249225111E1
2.142404962E1,7.075838089E0,-3.372124481E1,-2.484764862E1,4.248053058E1
2.143407462E1,8.235410690E0,-3.245448303E1,-2.657434845E1,4.274706368E1
2.144409862E1,8.900350571E0,-3.135957718E1,-2.781333923E1,4.285115121E1
2.145412363E1,9.876337051E0,-2.982116318E1,-2.892604065E1,4.270315720E1
2.146414762E1,1.060606575E1,-2.820068932E1,-3.029353333E1,4.272546863E1
2.147417263E1,1.130117607E1,-2.695783615E1,-3.087372589E1,4.251621409E1
2.148419662E1,1.199533653E1,-2.573165894E1,-3.177353668E1,4.260943561E1
2.149422163E1,1.248345375E1,-2.474011612E1,-3.248026276E1,4.269516872E1
2.150424663E1,1.336229515E1,-2.371887016E1,-3.309603882E1,4.285421238E1
2.151427063E1,1.347377586E1,-2.257609940E1,-3.389653778E1,4.289753109E1
2.152429563E1,1.348726463E1,-2.151726913E1,-3.481414032E1,4.309203574E1
2.153431963E1,1.388670158E1,-2.010439491E1,-3.548097992E1,4.308047251E1
2.154434462E1,1.391566277E1,-1.891245079E1,-3.644677734E1,4.335543846E1
2.155436863E1,1.360217857E1,-1.740362930E1,-3.674057007E1,4.286927879E1
2.156439362E1,1.329529381E1,-1.605006790E1,-3.756640625E1,4.296049808E1
2.157441763E1,1.314234734E1,-1.464790821E1,-3.834594727E1,4.310097656E1
2.158444262E1,1.261892891E1,-1.323269176E1,-3.912503052E1,4.318691366E1
2.159446763E1,1.209531212E1,-1.173668289E1,-3.974230957E1,4.316824609E1
2.160449162E1,1.162337685E1,-1.076144791E1,-4.004775238E1,4.306662421E1
2.161451663E1,1.097315025E1,-9.512624741E0,-4.064877319E1,4.316506479E1
2.162454062E1,1.037964439E1,-8.225769043E0,-4.091816711E1,4.300810033E1
2.163456563E1,9.533563614E0,-6.823360920E0,-4.183003235E1,4.344190023E1
2.164458963E1,8.802057266E0,-5.370894432E0,-4.218912506E1,4.343092208E1
2.165461463E1,8.080984116E0,-3.878681183E0,-4.215799713E1,4.310038508E1
2.166463863E1,7.410356522E0,-2.631222725E0,-4.241612244E1,4.313889381E1
2.167466363E1,6.402593613E0,-1.873984337E0,-4.315465546E1,4.366725672E1
2.168468862E1,5.644575119E0,-1.563781738E0,-4.334252167E1,4.373649307E1
2.169471263E1,4.780782700E0,-1.336163521E0,-4.357119751E1,4.385305541E1
2.170473762E1,3.794496536E0,-1.055517197E0,-4.354563141E1,4.372338431E1
2.171476163E1,2.557855606E0,-1.121523857E0,-4.369862366E1,4.378778540E1
2.172478662E1,1.362909317E0,-1.112332344E0,-4.384409332E1,4.387937242E1
2.173481062E1,1.396141052E-1,-1.517734528E0,-4.336201477E1,4.338879274E1
2.174483562E1,-9.635963440E-1,-1.850868225E0,-4.352040863E1,4.357040508E1
2.175486063E1,-1.741815567E0,-2.624382973E0,-4.322896576E1,4.334356686E1
2.176488463E1,-2.393306732E0,-3.865450859E0,-4.280838013E1,4.304912353E1
2.177490963E1,-3.048648834E0,-5.420576096E0,-4.242979431E1,4.288314763E1
2.178493363E1,-3.267215729E0,-7.069865704E0,-4.193171692E1,4.264887552E1
2.179495863E1,-3.735006332E0,-8.674008369E0,-4.179425049E1,4.284796457E1
2.180498263E1,-3.942567825E0,-1.029078007E1,-4.147037506E1,4.290962600E1
2.181500763E1,-3.990114212E0,-1.224550247E1,-4.078356934E1,4.276883059E1
2.182503163E1,-3.408758163E0,-1.392872620E1,-4.033040619E1,4.280386325E1
2.183505663E1,-2.993049622E0,-1.566905403E1,-3.961398315E1,4.270533060E1
2.184508162E1,-2.199319839E0,-1.705348587E1,-3.878751373E1,4.242793431E1
2.185510562E1,-1.223072052E0,-1.833020782E1,-3.809382629E1,4.229222181E1
2.186513062E1,-4.228820801E-1,-1.953274345E1,-3.745234680E1,4.224198358E1
2.187515462E1,1.081514359E0,-2.221519852E1,-3.574278259E1,4.209787674E1
2.188517962E1,1.973962784E0,-2.395040512E1,-3.460555267E1,4.213149309E1
2.189520362E1,2.738622665E0,-2.565021515E1,-3.289342499E1,4.180204539E1
2.190522863E1,3.526613235E0,-2.728239250E1,-3.145113373E1,4.178444393E1
2.191525363E1,3.907342911E0,-2.888436127E1,-2.980893707E1,4.169108279E1
2.192527763E1,4.585615158E0,-3.000279999E1,-2.866180420E1,4.174559729E1
2.193530263E1,5.069719315E0,-3.121564865E1,-2.684748077E1,4.148380405E1
2.194532663E1,5.628095627E0,-3.225312042E1,-2.498715973E1,4.118613102E1
2.195535163E1,5.853219986E0,-3.328989792E1,-2.359626007E1,4.122209331E1
2.196537563E1,5.863935471E0,-3.428676224E1,-2.204966736E1,4.118441009E1
2.197540063E1,6.086309433E0,-3.508085632E1,-2.075318909E1,4.121170344E1
2.198542463E1,6.246519089E0,-3.574819565E1,-1.966397095E1,4.127498330E1
2.199544962E1,6.134458542E0,-3.654026413E1,-1.805950928E1,4.121854388E1
2.200547462E1,6.075349808E0,-3.738033295E1,-1.619907379E1,4.118991573E1
2.201549862E1,5.976831436E0,-3.805253601E1,-1.491345215E1,4.130531523E1
2.202552363E1,5.968999863E0,-3.845756531E1,-1.361693573E1,4.123147132E1
2.203554762E1,5.956346512E0,-3.875637054E1,-1.212895203E1,4.104443688E1
2.204557263E1,5.927297592E0,-3.901596069E1,-1.087512207E1,4.093465922E1
2.205559662E1,5.684404373E0,-3.953286743E1,-9.702873230E0,4.110116555E1
2.206562163E1,5.634290695E0,-3.972138977E1,-8.355712891E0,4.097989720E1
2.207564663E1,5.118906021E0,-3.999818802E1,-7.245086670E0,4.097010525E1
2.208567063E1,4.871946335E0,-4.026104355E1,-6.184051514E0,4.102352961E1
2.209569563E1,4.634286880E0,-4.053651428E1,-5.093315125E0,4.111724047E1
2.210571963E1,4.297960281E0,-4.074424744E1,-3.910034180E0,4.115646400E1
2.211574462E1,4.195653915E0,-4.080681992E1,-2.775459290E0,4.111572981E1
2.212576863E1,3.928232193E0,-4.088031006E1,-2.234107971E0,4.112933256E1
2.213579362E1,3.661310196E0,-4.074240875E1,-1.011955261E0,4.091910454E1
2.214581763E1,3.482786179E0,-4.101169205E1,-3.839721680E-1,4.116109958E1
2.215584262E1,3.441320419E0,-4.119511414E1,3.756408691E-1,4.134030988E1
2.216586763E1,3.366674423E0,-4.098163223E1,1.029769897E0,4.113257958E1
2.217589096E1,3.146505356E0,-4.102467346E1,1.604705811E0,4.117644241E1
2.218591596E1,2.824972153E0,-4.118840408E1,2.240310669E0,4.134590778E1
2.219593996E1,2.418184280E0,-4.117372131E1,3.283920288E0,4.137519878E1
2.220596496E1,2.359073639E0,-4.097872162E1,3.785530090E0,4.122076045E1
2.221598896E1,2.099796295E0,-4.084573746E1,4.429145813E0,4.113879854E1
2.222601396E1,2.089151382E0,-4.090987015E1,4.762252808E0,4.123907226E1
2.223603896E1,1.676553726E0,-4.067709732E1,5.579620361E0,4.109220415E1
2.224606296E1,1.331155777E0,-4.067420197E1,5.993927002E0,4.113501966E1
2.225608796E1,1.051700592E0,-4.056072617E1,6.311950684E0,4.106238306E1
2.226611196E1,1.026691437E0,-4.063829041E1,7.237670898E0,4.129053914E1
2.227613696E1,6.383972168E-1,-4.054911804E1,7.185440063E0,4.118578728E1
2.228616096E1,3.172168732E-1,-4.061059952E1,7.775985718E0,4.134957525E1
2.229618596E1,-1.976585388E-1,-4.056538391E1,7.992370605E0,4.134570629E1
2.230620996E1,-4.981002808E-1,-4.052499771E1,8.323623657E0,4.137398040E1
2.231623496E1,-7.811889648E-1,-4.036291504E1,8.326316833E0,4.122017369E1
2.232625996E1,-8.622493744E-1,-4.027208710E1,8.877838135E0,4.124803611E1
2.233628396E1,-1.143877029E0,-4.021954346E1,9.014625549E0,4.123328273E1
2.234630896E1,-1.553846359E0,-4.012849426E1,9.608200073E0,4.129198468E1
2.235633296E1,-1.900581360E0,-4.024479675E1,9.686325073E0,4.143767330E1
2.236635796E1,-2.328971863E0,-4.022085953E1,9.965316772E0,4.150239980E1
2.237638196E1,-2.669717789E0,-4.004588699E1,1.050049591E1,4.148567069E1
2.238640696E1,-2.909130096E0,-4.011798477E1,1.073783875E1,4.163192190E1
2.239643196E1,-3.302150726E0,-4.001184845E1,1.067539215E1,4.154294421E1
2.240645596E1,-3.713619232E0,-3.999552536E1,1.095511627E1,4.163469213E1
2.241648096E1,-3.901102066E0,-4.003113937E1,1.091927338E1,4.167662712E1
2.242650496E1,-4.091632843E0,-3.997368240E1,1.060218811E1,4.155770851E1
2.243652996E1,-4.031394958E0,-3.993680573E1,1.092236328E1,4.159926221E1
2.244655396E1,-4.280435562E0,-4.004667282E1,1.066857910E1,4.166385379E1
2.245657896E1,-4.328556061E0,-4.007631302E1,1.076867676E1,4.172303515E1
2.246660296E1,-4.204927444E0,-4.025147247E1,1.065312958E1,4.184915317E1
2.247662796E1,-4.487976074E0,-4.008084106E1,1.060092163E1,4.170126244E1
2.248665296E1,-4.554954529E0,-3.992121887E1,1.025541687E1,4.146836025E1
2.249667696E1,-4.741174698E0,-4.008550644E1,1.035561371E1,4.167211657E1
2.250670196E1,-4.881294250E0,-4.006780624E1,1.046800232E1,4.169934296E1
2.251672596E1,-5.039045334E0,-4.000440979E1,1.078660583E1,4.173841930E1
2.252675096E1,-5.381546021E0,-4.000369263E1,1.063643646E1,4.174194823E1
2.253677496E1,-5.718826294E0,-4.012220001E1,1.090383911E1,4.196891249E1
2.254679996E1,-5.618103027E0,-4.020110703E1,1.089891815E1,4.202949565E1
2.255682496E1,-5.950723648E0,-4.004904175E1,1.059694672E1,4.185250454E1
2.256684896E1,-6.213365555E0,-4.013013840E1,1.047330475E1,4.193714382E1
2.257687396E1,-6.340915680E0,-4.026977158E1,1.045641327E1,4.208560672E1
2.258689796E1,-6.528896332E0,-4.014271545E1,1.034749603E1,4.196587620E1
2.259692296E1,-6.786865234E0,-4.027888489E1,1.074222565E1,4.223559541E1
2.260694696E1,-7.198909760E0,-4.018272781E1,1.063220978E1,4.218435493E1
2.261697196E1,-7.389493942E0,-3.996258545E1,1.059114838E1,4.199744374E1
2.262699696E1,-8.178152084E0,-3.991552734E1,1.087783051E1,4.217177600E1
2.263702096E1,-8.513038635E0,-3.986357117E1,1.071787262E1,4.214794095E1
2.264704596E1,-8.554971695E0,-3.996775436E1,1.032964325E1,4.215816006E1
2.265706996E1,-8.778577805E0,-4.010558319E1,1.017510223E1,4.229720956E1
2.266709496E1,-9.148073196E0,-3.978055573E1,1.027817535E1,4.209300115E1
2.267711896E1,-9.364971161E0,-3.975426865E1,1.015554810E1,4.208609886E1
2.268714396E1,-9.639389038E0,-3.981267548E1,1.006126404E1,4.218051664E1
2.269716796E1,-9.848625183E0,-3.975262451E1,1.060420227E1,4.230503137E1
2.270719296E1,-1.012507629E1,-3.995384216E1,1.015520477E1,4.244943884E1
2.271721796E1,-1.037849998E1,-3.967951584E1,1.018363190E1,4.225971602E1
2.272724196E1,-1.100242996E1,-3.977079010E1,1.034062195E1,4.254054152E1
2.273726696E1,-1.128689575E1,-3.955966949E1,1.042298126E1,4.243819040E1
2.274729096E1,-1.182616615E1,-3.950308990E1,1.004866791E1,4.244205514E1
2.275731596E1,-1.229206276E1,-3.952008057E1,9.969520569E0,4.257138611E1
2.276733996E1,-1.261690331E1,-3.933696747E1,9.632667542E0,4.241899978E1
2.277736496E1,-1.315437889E1,-3.929363632E1,9.713508606E0,4.256030767E1
2.278738996E1,-1.376183701E1,-3.897706604E1,9.930221558E0,4.251128244E1
2.279741396E1,-1.429902554E1,-3.901836395E1,9.794166565E0,4.269450264E1
2.280743896E1,-1.483521843E1,-3.890742111E1,9.527687073E0,4.271589803E1
2.281746296E1,-1.538745880E1,-3.896726608E1,9.542900085E0,4.296846118E1
2.282748796E1,-1.590791512E1,-3.872175980E1,8.976203918E0,4.281365065E1
2.283751196E1,-1.669754219E1,-3.811186218E1,8.861854553E0,4.254238381E1
2.284753696E1,-1.715629578E1,-3.816669464E1,8.641769409E0,4.272838919E1
2.285756096E1,-1.772399139E1,-3.800423813E1,8.238128662E0,4.273556775E1
2.286758596E1,-1.841508675E1,-3.791519165E1,7.963310242E0,4.289628758E1
2.287761096E1,-1.908981323E1,-3.758559418E1,7.969703674E0,4.290237797E1
2.288763496E1,-1.982893372E1,-3.734303665E1,7.880790710E0,4.300925320E1
2.289765996E1,-2.016191483E1,-3.701110458E1,7.845230103E0,4.287041296E1
2.290768396E1,-2.030004120E1,-3.686056519E1,7.281585693E0,4.270614041E1
2.291770896E1,-2.068626404E1,-3.683676147E1,6.898017883E0,4.280713920E1
2.292773296E1,-2.113475800E1,-3.688050461E1,6.772109985E0,4.304313057E1
2.293775796E1,-2.175850105E1,-3.652052307E1,6.349914551E0,4.298258238E1
2.294778296E1,-2.186961174E1,-3.639893341E1,5.837280273E0,4.286299234E1
2.295780696E1,-2.246768761E1,-3.611999512E1,5.763130188E0,4.292627055E1
2.296783196E1,-2.316367531E1,-3.586344910E1,5.359649658E0,4.302869600E1
2.297785596E1,-2.357078934E1,-3.591437531E1,4.711380005E0,4.321598738E1
2.298788096E1,-2.391637421E1,-3.576144028E1,4.728263855E0,4.328082768E1
2.299790496E1,-2.438362694E1,-3.546438980E1,4.500038147E0,4.327279226E1
2.300792996E1,-2.469480324E1,-3.527818298E1,4.619728088E0,4.330964545E1
2.301795396E1,-2.502820206E1,-3.521397781E1,4.230346680E0,4.340888117E1
2.302797896E1,-2.549342728E1,-3.475755692E1,3.907775879E0,4.328132749E1
2.303800396E1,-2.586094284E1,-3.482729721E1,3.991752625E0,4.356217493E1
2.304802796E1,-2.603716087E1,-3.450288010E1,3.547698975E0,4.337013545E1
2.305805296E1,-2.651071358E1,-3.441481400E1,3.210655212E0,4.356036804E1
2.306807696E1,-2.682024384E1,-3.430696487E1,3.041778564E0,4.365255703E1
2.307810196E1,-2.707775688E1,-3.390328979E1,2.873489380E0,4.348442155E1
2.308812596E1,-2.723408508E1,-3.380977631E1,2.482902527E0,4.348518333E1
2.309815096E1,-2.723099518E1,-3.358737183E1,2.613288879E0,4.331821699E1
2.310817596E1,-2.757184029E1,-3.353248978E1,2.283432007E0,4.347238559E1
2.311819996E1,-2.769860458E1,-3.356773758E1,2.249191284E0,4.357825792E1
2.312822496E1,-2.775163651E1,-3.340556717E1,1.592346191E0,4.345826519E1
2.313824896E1,-2.782238960E1,-3.318754196E1,1.241111755E0,4.332480425E1
2.314827396E1,-2.765387726E1,-3.348691940E1,1.152763367E0,4.344467242E1
2.315829796E1,-2.779795074E1,-3.349041748E1,4.710006714E-1,4.352649733E1
2.316832296E1,-2.789332771E1,-3.358184052E1,4.945373535E-1,4.365801542E1
2.317834712E1,-2.743724442E1,-3.387408066E1,2.808151245E-1,4.359282715E1
2.318837213E1,-2.703586960E1,-3.414049149E1,2.287979126E-1,4.354955513E1
2.319839713E1,-2.683000565E1,-3.454938126E1,-5.160675049E-1,4.374671729E1
2.320842113E1,-2.629671097E1,-3.485968018E1,-9.366683960E-1,4.367598490E1
2.321844612E1,-2.531780434E1,-3.535565948E1,-9.720077515E-1,4.349665129E1
2.322847013E1,-2.444807434E1,-3.562209320E1,-1.237007141E0,4.322235590E1
2.323849512E1,-2.373840332E1,-3.627334976E1,-1.321327209E0,4.337065368E1
2.324851913E1,-2.244612312E1,-3.688812637E1,-1.648353577E0,4.321202819E1
2.325854412E1,-2.146514320E1,-3.740484619E1,-1.662979126E0,4.315831775E1
2.326856913E1,-1.876831436E1,-3.855088806E1,-2.171676636E0,4.293176882E1
2.327859312E1,-1.722116470E1,-3.910853195E1,-2.214019775E0,4.278957430E1
2.328861813E1,-1.548504829E1,-3.959417725E1,-2.409294128E0,4.258274640E1
2.329864212E1,-1.368185425E1,-4.025593948E1,-2.748809814E0,4.260621733E1
2.330866713E1,-1.174857521E1,-4.083193207E1,-3.206809998E0,4.260938073E1
2.331869113E1,-9.662902832E0,-4.107079315E1,-3.574127197E0,4.234331265E1
2.332871613E1,-7.885406494E0,-4.142764282E1,-4.019248962E0,4.236252575E1
2.333874113E1,-5.954410553E0,-4.152747345E1,-4.500946045E0,4.219294457E1
2.334876513E1,-3.810472488E0,-4.164053726E1,-5.188240051E0,4.213516203E1
2.335879012E1,-1.995718002E0,-4.152457809E1,-6.089187622E0,4.201608837E1
2.336881413E1,-1.391315460E-1,-4.143429565E1,-6.740959167E0,4.197928947E1
2.337883912E1,1.270769119E0,-4.119202805E1,-7.227912903E0,4.184065910E1
2.338886313E1,2.661596298E0,-4.124980164E1,-7.442382812E0,4.200022966E1
2.339888812E1,3.902849197E0,-4.087549591E1,-8.289169312E0,4.188972100E1
2.340891212E1,4.902559280E0,-4.040534210E1,-8.571174622E0,4.159437212E1
2.341893712E1,5.926336288E0,-4.006910324E1,-9.058280945E0,4.150550506E1
2.342896213E1,6.682046890E0,-3.978653717E1,-9.780380249E0,4.151233706E1
2.343898612E1,7.158491135E0,-3.974776077E1,-1.035906982E1,4.169458969E1
2.344901113E1,7.679021835E0,-3.939564133E1,-1.109425354E1,4.164212283E1
2.345903513E1,8.148427963E0,-3.895255661E1,-1.186663818E1,4.152728797E1
2.346906013E1,8.474637985E0,-3.874374008E1,-1.263768005E1,4.162460620E1
2.347908413E1,8.546457291E0,-3.861424637E1,-1.398507690E1,4.194859152E1
2.348910913E1,8.628770828E0,-3.812872314E1,-1.467314148E1,4.175591330E1
2.349913412E1,8.654249191E0,-3.799748230E1,-1.537454987E1,4.189369253E1
2.350915813E1,8.735815048E0,-3.762438583E1,-1.574607849E1,4.171148357E1
2.351918312E1,8.681123734E0,-3.769379425E1,-1.584039307E1,4.179835029E1
2.352920713E1,8.444509506E0,-3.755523300E1,-1.625637817E1,4.178486685E1
2.353923212E1,8.145288467E0,-3.756567383E1,-1.648515320E1,4.182446473E1
2.354925612E1,7.999990463E0,-3.757053375E1,-1.677319336E1,4.191521048E1
2.355928112E1,7.825723648E0,-3.781851959E1,-1.634838867E1,4.193747950E1
2.356930512E1,7.386983871E0,-3.772837067E1,-1.663554382E1,4.188960255E1
2.357933013E1,7.192445755E0,-3.780534744E1,-1.652371216E1,4.188088627E1
2.358935513E1,7.078844070E0,-3.794443893E1,-1.634228516E1,4.191611580E1
2.359937913E1,6.787408829E0,-3.812601852E1,-1.636869049E1,4.204279053E1
2.360940413E1,6.589441299E0,-3.825205994E1,-1.580435944E1,4.190964809E1
2.361942813E1,6.264402390E0,-3.832143402E1,-1.558513641E1,4.184102675E1
2.362945313E1,6.109376907E0,-3.871310806E1,-1.539933014E1,4.210900843E1
2.363947713E1,6.071771622E0,-3.887129211E1,-1.512382507E1,4.214942284E1
2.364950213E1,5.804456711E0,-3.897357559E1,-1.472959137E1,4.206652082E1
2.365952712E1,5.255559921E0,-3.893897247E1,-1.446753693E1,4.187092204E1
2.366955112E1,4.926351547E0,-3.916618347E1,-1.415285492E1,4.193521396E1
2.367957612E1,4.912343979E0,-3.964479828E1,-1.347974396E1,4.216093750E1
2.368960012E1,4.687582016E0,-3.977167130E1,-1.318972015E1,4.216311161E1
2.369962512E1,4.489748001E0,-3.976029587E1,-1.287319183E1,4.203282090E1
2.370964912E1,4.326391220E0,-3.986075974E1,-1.259685516E1,4.202711729E1
2.371967413E1,4.154886246E0,-4.013684082E1,-1.186248779E1,4.205885980E1
2.372969812E1,4.206304550E0,-4.042750168E1,-1.198163605E1,4.237493944E1
2.373972313E1,3.880884171E0,-4.056007004E1,-1.132053375E1,4.228871041E1
2.374974813E1,3.520322800E0,-4.060514832E1,-1.103329468E1,4.222445185E1
2.375977213E1,3.177747726E0,-4.069942093E1,-1.098181152E1,4.227459200E1
2.376979713E1,3.156015396E0,-4.086301804E1,-1.091636658E1,4.241360319E1
2.377982113E1,3.123949051E0,-4.079369354E1,-1.047902679E1,4.223380747E1
2.378984613E1,2.892213821E0,-4.104230118E1,-1.008364105E1,4.236171861E1
2.379987013E1,2.873567581E0,-4.120419693E1,-1.005287170E1,4.251003958E1
2.380989512E1,2.549352646E0,-4.090936661E1,-9.927177429E0,4.217373978E1
2.381992012E1,2.402889252E0,-4.118169785E1,-9.525756836E0,4.233729039E1
2.382994412E1,2.189781189E0,-4.131541061E1,-8.639816284E0,4.226588129E1
